measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,893.8678462715126,1499.0392787042088,476.65202736076424
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.07160926623886535,0.12009057408094781,0.03818540075352937
Deaths,East Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.07889546603661146,0.12986523230518113,0.04282341520743251
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,1873.515545967524,2920.047741676264,1052.2055907779898
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.38893983865393283,0.6061988116158569,0.21843676375613647
Deaths,Southeast Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.417788574811286,0.6347486579074628,0.23727563552422934
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,34.58361435537274,53.10728765643579,22.50004771752272
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.015232712151371957,0.023391656456084618,0.00991037971772639
Deaths,Eastern Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.015891422668572592,0.023410972732786407,0.010761453357826382
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,48.39848260484272,56.50616920612591,41.216539154066396
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.0386649876519795,0.04514212464993507,0.0329274161436179
Deaths,Central Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.041951059399049015,0.04855506975274699,0.03589941621496794
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,2.3376673750460055,2.7975731171344913,1.9341459356270387
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.011241854422744037,0.01345354350046882,0.009301317746385243
Deaths,Australasia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.010295913496638363,0.012190353860251808,0.008548639496213518
Deaths,Low-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,13650.993772082977,21078.217668444067,7718.641296604539
Deaths,Low-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,1.1320921948435922,1.7480401868221418,0.6401155632019655
Deaths,Low-middle SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,1.0283995092489737,1.5556357746966227,0.5805560555036792
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,15.201115026844795,23.031009294517457,10.21823932208575
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.008688047707462628,0.013163146726304009,0.00584013413225111
Deaths,High-income Asia Pacific,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.008738507429586956,0.013292717937988167,0.005861520295023198
Deaths,High-income North America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,63.77313453205872,70.44952157932482,58.08874751401247
Deaths,High-income North America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.022161929684889763,0.024482054316935894,0.020186536969446056
Deaths,High-income North America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.01861713222340055,0.02048657950823524,0.017039717538663197
Deaths,Caribbean,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,6.167621915273478,11.340933965538715,2.8386667723365173
Deaths,Caribbean,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.017008108015204526,0.03127426300265223,0.007828033518641963
Deaths,Caribbean,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.017195688271594477,0.0314867630276217,0.008140353966464706
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,7407.394249378702,11889.415028642903,3975.924827573388
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.6520988964214427,1.0466669058319487,0.3500146077053604
Deaths,South Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.5967622897768612,0.9519177166999984,0.3244842870594183
Deaths,Oceania,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,18.539119954106088,30.45807792475446,10.194160554700556
Deaths,Oceania,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.25794034658128134,0.42377239025150076,0.1418344189526807
Deaths,Oceania,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.26950215884356543,0.43788270111694855,0.1472663417519962
Deaths,Western Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,23315.133717641198,37861.184513065855,12974.21837540034
Deaths,Western Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,11.424304792955086,18.551800600324174,6.357305386534469
Deaths,Western Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,9.014129699464178,14.086080256423553,5.017769582383353
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,8161.5896757463925,13297.81898192053,4548.229796674325
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,4.045629267844612,6.5916136205214615,2.2545180918600662
Deaths,Eastern Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,3.4016321758005312,5.344997594182102,1.8810386816208242
Deaths,Southern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1991,781.1014857347847,1501.4185816541096,395.3308373050222
Deaths,Southern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1991,1.456314535919399,2.799300404486471,0.737069453046685
Deaths,Southern Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1991,1.3704621115424669,2.498438247106466,0.7347994206058293
Deaths,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,73.92849370223078,110.69605113048016,48.95091177537782
Deaths,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.04539115771933947,0.06796597176739268,0.030055239132169637
Deaths,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.05171051824795352,0.07435982126229002,0.03496382068071868
Deaths,Andean Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,22.496343888704637,36.90722504125859,12.085002274606472
Deaths,Andean Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.05443607836949359,0.08930716051843625,0.029242979844662478
Deaths,Andean Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.05611745768802476,0.09261089730454594,0.030122880176629774
Deaths,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,7262.715803761639,11492.884770567049,4113.122280947245
Deaths,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,11.766098296676995,18.619262487571834,6.6635405227906395
Deaths,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,11.010763336679188,17.459439588658466,6.085070042758148
Deaths,Western Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,220.98658629293237,250.20204514317822,195.941931914865
Deaths,Western Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.05667686956481681,0.06416981643688048,0.050253617215916035
Deaths,Western Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.037582155286328335,0.04217987967225695,0.03356925973442959
Deaths,North Africa and Middle East,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,961.183246198625,1527.4390824130253,525.4709839041249
Deaths,North Africa and Middle East,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.25837843931682863,0.4105953030561371,0.14125337001490937
Deaths,North Africa and Middle East,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.25722538455900607,0.4025245653684397,0.14382544241758324
Deaths,Southern Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,0.8130595411400134,0.9456794962135497,0.7020394136264677
Deaths,Southern Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.0015655731093822973,0.0018209372308579477,0.0013518001721731744
Deaths,Southern Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.001606228665447707,0.0018660632659308893,0.0013868818700676344
Deaths,Central Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,146.81136721611617,166.75035628881446,130.5095954968948
Deaths,Central Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.0820190811011263,0.09315839267378344,0.0729117731175242
Deaths,Central Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.11191662445176023,0.12498737961610423,0.10020306831957132
Deaths,High-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,566.2817888583331,882.5044929553949,336.61621803438777
Deaths,High-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.05211809414220145,0.08122184599560112,0.03098068150253897
Deaths,High-middle SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.055302194172568826,0.08436687114140425,0.03363091268553735
Deaths,High SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,459.9094281461067,567.9316827439503,378.34316170558117
Deaths,High SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.05146801260903874,0.06355667707523525,0.04234001180558593
Deaths,High SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.04720654260402299,0.05956586480169454,0.03798888138021129
Deaths,Middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,4865.653101486051,7379.997400394253,2831.224440071512
Deaths,Middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.2733860471756322,0.4146593017171778,0.1590777727458202
Deaths,Middle SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.2863551423810586,0.42119653781087346,0.1682320590610391
Deaths,Low-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,13908.357834983351,21578.544594737043,7920.930628834389
Deaths,Low-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,1.111926573032704,1.7251322857043876,0.6332518442397519
Deaths,Low-middle SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,1.0172286101979577,1.5715457641147383,0.5824630134864947
Deaths,Low SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1991,30430.64712295526,48900.14035507845,16888.66478490997
Deaths,Low SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1991,5.928248765483014,9.526323759091563,3.2901109778330557
Deaths,Low SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1991,4.81040459327745,7.457768100600933,2.6923906190336075
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,851.6918720550747,1437.8782607945413,466.1743370823985
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.06709511262846798,0.11327406896727668,0.03672457220423299
Deaths,East Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.0745626175382876,0.12350379810853185,0.04083386337766972
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,38.89888395584704,45.979393762846854,32.536193627419564
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.03112097387754982,0.03678572150870274,0.026030516276589113
Deaths,Central Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.033659045446473225,0.03942567307113993,0.028519290650131007
Deaths,High-income North America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,59.58259922296259,65.7735473445853,54.19797094668189
Deaths,High-income North America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.02027862588135165,0.022385682680593447,0.018445995822427282
Deaths,High-income North America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.01683071633488382,0.01854657277167359,0.015364953523312566
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,34.462873560926646,52.6302053064752,23.05720582283219
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.0152529568866318,0.023293653997106218,0.010204911256750066
Deaths,Eastern Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.016117649087511184,0.023268162768574012,0.011270659907211633
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,1850.832486187338,2865.216693764774,1033.324304124645
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.37192670957448126,0.5757682691884332,0.20764759167811586
Deaths,Southeast Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.4022973611605372,0.6149890986864373,0.22663066535757423
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,2.167019933135095,2.580694166630207,1.8141577768469739
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.010177529469915049,0.012120373482544885,0.008520292755324923
Deaths,Australasia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.009013637728391873,0.010723113688006755,0.007571135836306835
Deaths,Caribbean,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,6.222237628601758,11.548947684698465,2.8647145086309576
Deaths,Caribbean,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.01671353576994767,0.03102159733440426,0.007694901941803679
Deaths,Caribbean,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.017011409873104844,0.03125485781502052,0.008089935121580134
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,12.348797939983974,19.571143864632173,7.65094047938616
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.00700427538660793,0.011100811749048976,0.004339636484831518
Deaths,High-income Asia Pacific,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.006862187386414634,0.0112674269754669,0.0041539847984915605
Deaths,Western Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,25617.893660984057,41801.82330502897,14459.049994794977
Deaths,Western Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,11.841771193815752,19.322729402080466,6.6836393336690785
Deaths,Western Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,9.332495333217574,14.673826073245962,5.2654199457639725
Deaths,Oceania,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1995,18.99044490617174,30.90163485970547,10.296560602344584
Deaths,Oceania,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,0.25794709642798197,0.41973671634982346,0.13985811936961923
Deaths,Oceania,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,0.26895766686937767,0.4311661725241633,0.1472747909015555
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,7721.266004119978,12677.847307095775,4382.42812413466
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,3.6451879197599895,5.98517598379961,2.068931966440238
Deaths,Eastern Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,3.108768307216784,4.92549793935511,1.7059819936181835
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,7737.105749375252,12573.844943503118,4148.769347069205
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.6553197033149281,1.0649832902399874,0.35139371047926987
Deaths,South Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.6009538246402288,0.9672084510326215,0.33023697616453884
Deaths,Central Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1995,122.16286343229909,140.20505673822635,107.33119044846096
Deaths,Central Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,0.06690940086965025,0.07679122837889985,0.05878599638025599
